model,run,seed,title,clarity,relevance,rigor,final_score
meta-llama/Llama-3.2-3B-Instruct,6,105,The effect of o-salicylate upon pentose phosphate pathway activity in normal and G6PD-deficient red cells.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,6,105,Purification and properties of Escherichia coli dihydrofolate reductase.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,6,105,Bile acids. XLVII. 12alpha-Hydroxylation of precursors of allo bile acids by rabbit liver microsomes.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,6,105,Myosin from arterial smooth muscle: isolation following actin depolymerization.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,6,105,Polymer concentration dependence of the helix to random coil transition of a charged polypeptide in aqueous salt solution.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,6,105,"Inhibitory postsynaptic actions of taurine, GABA and other amino acids on motoneurons of the isolated frog spinal cord.",4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,6,105,Effects of zinc-smelter emissions on forest soil microflora.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,6,105,Effects of decreasing arterial blood pressure on cerebral blood flow in the baboon. Influence of the sympathetic nervous system.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,6,105,Serum lactate dehydrogenase activity ratios with different substrates.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,6,105,Arterial catecholamines in hypoxic exercise in man.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,6,105,An evaluation of factors affecting the in vitro bioassay for erythropoietin.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,6,105,[Synthesis of N-substituted isoindolines].,3.0,4.0,,3.5
meta-llama/Llama-3.2-3B-Instruct,6,105,Gluconic acid production by Penicillium puberulum.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,6,105,Phenomenon of hot-cold hemolysis: chelator-induced lysis of sphingomyelinase-treated erythrocytes.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,6,105,Degradation of myxovirus virion RNA by periodate.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,6,105,Phospholipase D activity of gram-negative bacteria.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,6,105,Expression of the hut operons of Salmonella typhimurium in Klebsiella aerogenes and in Escherichia coli.,3.0,4.0,,3.5
meta-llama/Llama-3.2-3B-Instruct,6,105,Transport of molybdate by Clostridium pasteurianum.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,6,105,D-Lactate dehydrogenase of Peptostreptococcus elsdenii.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,7,106,"[Demonstration of tumor inhibiting properties of a strongly immunostimulating low-molecular weight substance. Comparative studies with ifosfamide on the immuno-labile DS carcinosarcoma. Stimulation of the autoimmune activity for approx. 20 days by BA 1, a N-(2-cyanoethylene)-urea. Novel prophylactic possibilities].",4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,7,106,The effect of o-salicylate upon pentose phosphate pathway activity in normal and G6PD-deficient red cells.,3.0,4.0,,3.5
meta-llama/Llama-3.2-3B-Instruct,7,106,Purification and properties of Escherichia coli dihydrofolate reductase.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,7,106,Bile acids. XLVII. 12alpha-Hydroxylation of precursors of allo bile acids by rabbit liver microsomes.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,7,106,Myosin from arterial smooth muscle: isolation following actin depolymerization.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,7,106,Polymer concentration dependence of the helix to random coil transition of a charged polypeptide in aqueous salt solution.,3.0,3.0,,3.0
meta-llama/Llama-3.2-3B-Instruct,7,106,"Inhibitory postsynaptic actions of taurine, GABA and other amino acids on motoneurons of the isolated frog spinal cord.",4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,7,106,Effects of zinc-smelter emissions on forest soil microflora.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,7,106,Effects of decreasing arterial blood pressure on cerebral blood flow in the baboon. Influence of the sympathetic nervous system.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,7,106,Serum lactate dehydrogenase activity ratios with different substrates.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,7,106,Arterial catecholamines in hypoxic exercise in man.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,7,106,An evaluation of factors affecting the in vitro bioassay for erythropoietin.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,7,106,[Synthesis of N-substituted isoindolines].,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,7,106,Gluconic acid production by Penicillium puberulum.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,7,106,Phenomenon of hot-cold hemolysis: chelator-induced lysis of sphingomyelinase-treated erythrocytes.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,7,106,Degradation of myxovirus virion RNA by periodate.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,7,106,Phospholipase D activity of gram-negative bacteria.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,7,106,Expression of the hut operons of Salmonella typhimurium in Klebsiella aerogenes and in Escherichia coli.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,7,106,Transport of molybdate by Clostridium pasteurianum.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,7,106,D-Lactate dehydrogenase of Peptostreptococcus elsdenii.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,8,107,"[Demonstration of tumor inhibiting properties of a strongly immunostimulating low-molecular weight substance. Comparative studies with ifosfamide on the immuno-labile DS carcinosarcoma. Stimulation of the autoimmune activity for approx. 20 days by BA 1, a N-(2-cyanoethylene)-urea. Novel prophylactic possibilities].",4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,8,107,The effect of o-salicylate upon pentose phosphate pathway activity in normal and G6PD-deficient red cells.,3.0,4.0,,3.5
meta-llama/Llama-3.2-3B-Instruct,8,107,Purification and properties of Escherichia coli dihydrofolate reductase.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,8,107,Bile acids. XLVII. 12alpha-Hydroxylation of precursors of allo bile acids by rabbit liver microsomes.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,8,107,Myosin from arterial smooth muscle: isolation following actin depolymerization.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,8,107,Polymer concentration dependence of the helix to random coil transition of a charged polypeptide in aqueous salt solution.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,8,107,"Inhibitory postsynaptic actions of taurine, GABA and other amino acids on motoneurons of the isolated frog spinal cord.",4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,8,107,Effects of zinc-smelter emissions on forest soil microflora.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,8,107,Effects of decreasing arterial blood pressure on cerebral blood flow in the baboon. Influence of the sympathetic nervous system.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,8,107,Serum lactate dehydrogenase activity ratios with different substrates.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,8,107,Arterial catecholamines in hypoxic exercise in man.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,8,107,An evaluation of factors affecting the in vitro bioassay for erythropoietin.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,8,107,[Synthesis of N-substituted isoindolines].,3.0,4.0,,3.5
meta-llama/Llama-3.2-3B-Instruct,8,107,Gluconic acid production by Penicillium puberulum.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,8,107,Phenomenon of hot-cold hemolysis: chelator-induced lysis of sphingomyelinase-treated erythrocytes.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,8,107,Degradation of myxovirus virion RNA by periodate.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,8,107,Phospholipase D activity of gram-negative bacteria.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,8,107,Expression of the hut operons of Salmonella typhimurium in Klebsiella aerogenes and in Escherichia coli.,3.0,4.0,,3.5
meta-llama/Llama-3.2-3B-Instruct,8,107,Transport of molybdate by Clostridium pasteurianum.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,8,107,D-Lactate dehydrogenase of Peptostreptococcus elsdenii.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,9,108,"[Demonstration of tumor inhibiting properties of a strongly immunostimulating low-molecular weight substance. Comparative studies with ifosfamide on the immuno-labile DS carcinosarcoma. Stimulation of the autoimmune activity for approx. 20 days by BA 1, a N-(2-cyanoethylene)-urea. Novel prophylactic possibilities].",4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,9,108,The effect of o-salicylate upon pentose phosphate pathway activity in normal and G6PD-deficient red cells.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,9,108,Purification and properties of Escherichia coli dihydrofolate reductase.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,9,108,Bile acids. XLVII. 12alpha-Hydroxylation of precursors of allo bile acids by rabbit liver microsomes.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,9,108,Myosin from arterial smooth muscle: isolation following actin depolymerization.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,9,108,Polymer concentration dependence of the helix to random coil transition of a charged polypeptide in aqueous salt solution.,4.0,3.0,,3.5
meta-llama/Llama-3.2-3B-Instruct,9,108,"Inhibitory postsynaptic actions of taurine, GABA and other amino acids on motoneurons of the isolated frog spinal cord.",4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,9,108,Effects of zinc-smelter emissions on forest soil microflora.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,9,108,Effects of decreasing arterial blood pressure on cerebral blood flow in the baboon. Influence of the sympathetic nervous system.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,9,108,Serum lactate dehydrogenase activity ratios with different substrates.,3.0,4.0,,3.5
meta-llama/Llama-3.2-3B-Instruct,9,108,Arterial catecholamines in hypoxic exercise in man.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,9,108,An evaluation of factors affecting the in vitro bioassay for erythropoietin.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,9,108,[Synthesis of N-substituted isoindolines].,3.0,4.0,,3.5
meta-llama/Llama-3.2-3B-Instruct,9,108,Gluconic acid production by Penicillium puberulum.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,9,108,Phenomenon of hot-cold hemolysis: chelator-induced lysis of sphingomyelinase-treated erythrocytes.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,9,108,Degradation of myxovirus virion RNA by periodate.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,9,108,Phospholipase D activity of gram-negative bacteria.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,9,108,Expression of the hut operons of Salmonella typhimurium in Klebsiella aerogenes and in Escherichia coli.,3.0,4.0,,3.5
meta-llama/Llama-3.2-3B-Instruct,9,108,Transport of molybdate by Clostridium pasteurianum.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,9,108,D-Lactate dehydrogenase of Peptostreptococcus elsdenii.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,10,109,"[Demonstration of tumor inhibiting properties of a strongly immunostimulating low-molecular weight substance. Comparative studies with ifosfamide on the immuno-labile DS carcinosarcoma. Stimulation of the autoimmune activity for approx. 20 days by BA 1, a N-(2-cyanoethylene)-urea. Novel prophylactic possibilities].",4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,10,109,The effect of o-salicylate upon pentose phosphate pathway activity in normal and G6PD-deficient red cells.,3.0,4.0,,3.5
meta-llama/Llama-3.2-3B-Instruct,10,109,Purification and properties of Escherichia coli dihydrofolate reductase.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,10,109,Bile acids. XLVII. 12alpha-Hydroxylation of precursors of allo bile acids by rabbit liver microsomes.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,10,109,Myosin from arterial smooth muscle: isolation following actin depolymerization.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,10,109,Polymer concentration dependence of the helix to random coil transition of a charged polypeptide in aqueous salt solution.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,10,109,"Inhibitory postsynaptic actions of taurine, GABA and other amino acids on motoneurons of the isolated frog spinal cord.",4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,10,109,Effects of zinc-smelter emissions on forest soil microflora.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,10,109,Effects of decreasing arterial blood pressure on cerebral blood flow in the baboon. Influence of the sympathetic nervous system.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,10,109,Serum lactate dehydrogenase activity ratios with different substrates.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,10,109,Arterial catecholamines in hypoxic exercise in man.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,10,109,An evaluation of factors affecting the in vitro bioassay for erythropoietin.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,10,109,[Synthesis of N-substituted isoindolines].,3.0,4.0,,3.5
meta-llama/Llama-3.2-3B-Instruct,10,109,Gluconic acid production by Penicillium puberulum.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,10,109,Phenomenon of hot-cold hemolysis: chelator-induced lysis of sphingomyelinase-treated erythrocytes.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,10,109,Degradation of myxovirus virion RNA by periodate.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,10,109,Phospholipase D activity of gram-negative bacteria.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,10,109,Expression of the hut operons of Salmonella typhimurium in Klebsiella aerogenes and in Escherichia coli.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,10,109,Transport of molybdate by Clostridium pasteurianum.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,10,109,D-Lactate dehydrogenase of Peptostreptococcus elsdenii.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,11,110,"[Demonstration of tumor inhibiting properties of a strongly immunostimulating low-molecular weight substance. Comparative studies with ifosfamide on the immuno-labile DS carcinosarcoma. Stimulation of the autoimmune activity for approx. 20 days by BA 1, a N-(2-cyanoethylene)-urea. Novel prophylactic possibilities].",4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,11,110,The effect of o-salicylate upon pentose phosphate pathway activity in normal and G6PD-deficient red cells.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,11,110,Purification and properties of Escherichia coli dihydrofolate reductase.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,11,110,Bile acids. XLVII. 12alpha-Hydroxylation of precursors of allo bile acids by rabbit liver microsomes.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,11,110,Myosin from arterial smooth muscle: isolation following actin depolymerization.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,11,110,Polymer concentration dependence of the helix to random coil transition of a charged polypeptide in aqueous salt solution.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,11,110,"Inhibitory postsynaptic actions of taurine, GABA and other amino acids on motoneurons of the isolated frog spinal cord.",4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,11,110,Effects of zinc-smelter emissions on forest soil microflora.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,11,110,Effects of decreasing arterial blood pressure on cerebral blood flow in the baboon. Influence of the sympathetic nervous system.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,11,110,Serum lactate dehydrogenase activity ratios with different substrates.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,11,110,Arterial catecholamines in hypoxic exercise in man.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,11,110,An evaluation of factors affecting the in vitro bioassay for erythropoietin.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,11,110,[Synthesis of N-substituted isoindolines].,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,11,110,Gluconic acid production by Penicillium puberulum.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,11,110,Phenomenon of hot-cold hemolysis: chelator-induced lysis of sphingomyelinase-treated erythrocytes.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,11,110,Degradation of myxovirus virion RNA by periodate.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,11,110,Phospholipase D activity of gram-negative bacteria.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,11,110,Expression of the hut operons of Salmonella typhimurium in Klebsiella aerogenes and in Escherichia coli.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,11,110,Transport of molybdate by Clostridium pasteurianum.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,11,110,D-Lactate dehydrogenase of Peptostreptococcus elsdenii.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,12,111,"[Demonstration of tumor inhibiting properties of a strongly immunostimulating low-molecular weight substance. Comparative studies with ifosfamide on the immuno-labile DS carcinosarcoma. Stimulation of the autoimmune activity for approx. 20 days by BA 1, a N-(2-cyanoethylene)-urea. Novel prophylactic possibilities].",4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,12,111,The effect of o-salicylate upon pentose phosphate pathway activity in normal and G6PD-deficient red cells.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,12,111,Purification and properties of Escherichia coli dihydrofolate reductase.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,12,111,Bile acids. XLVII. 12alpha-Hydroxylation of precursors of allo bile acids by rabbit liver microsomes.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,12,111,Myosin from arterial smooth muscle: isolation following actin depolymerization.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,12,111,Polymer concentration dependence of the helix to random coil transition of a charged polypeptide in aqueous salt solution.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,12,111,"Inhibitory postsynaptic actions of taurine, GABA and other amino acids on motoneurons of the isolated frog spinal cord.",4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,12,111,Effects of zinc-smelter emissions on forest soil microflora.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,12,111,Effects of decreasing arterial blood pressure on cerebral blood flow in the baboon. Influence of the sympathetic nervous system.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,12,111,Serum lactate dehydrogenase activity ratios with different substrates.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,12,111,Arterial catecholamines in hypoxic exercise in man.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,12,111,An evaluation of factors affecting the in vitro bioassay for erythropoietin.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,12,111,[Synthesis of N-substituted isoindolines].,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,12,111,Gluconic acid production by Penicillium puberulum.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,12,111,Phenomenon of hot-cold hemolysis: chelator-induced lysis of sphingomyelinase-treated erythrocytes.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,12,111,Degradation of myxovirus virion RNA by periodate.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,12,111,Phospholipase D activity of gram-negative bacteria.,3.0,4.0,,3.5
meta-llama/Llama-3.2-3B-Instruct,12,111,Expression of the hut operons of Salmonella typhimurium in Klebsiella aerogenes and in Escherichia coli.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,12,111,Transport of molybdate by Clostridium pasteurianum.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,12,111,D-Lactate dehydrogenase of Peptostreptococcus elsdenii.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,13,112,"[Demonstration of tumor inhibiting properties of a strongly immunostimulating low-molecular weight substance. Comparative studies with ifosfamide on the immuno-labile DS carcinosarcoma. Stimulation of the autoimmune activity for approx. 20 days by BA 1, a N-(2-cyanoethylene)-urea. Novel prophylactic possibilities].",4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,13,112,The effect of o-salicylate upon pentose phosphate pathway activity in normal and G6PD-deficient red cells.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,13,112,Purification and properties of Escherichia coli dihydrofolate reductase.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,13,112,Bile acids. XLVII. 12alpha-Hydroxylation of precursors of allo bile acids by rabbit liver microsomes.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,13,112,Myosin from arterial smooth muscle: isolation following actin depolymerization.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,13,112,Polymer concentration dependence of the helix to random coil transition of a charged polypeptide in aqueous salt solution.,3.0,4.0,,3.5
meta-llama/Llama-3.2-3B-Instruct,13,112,"Inhibitory postsynaptic actions of taurine, GABA and other amino acids on motoneurons of the isolated frog spinal cord.",4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,13,112,Effects of zinc-smelter emissions on forest soil microflora.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,13,112,Effects of decreasing arterial blood pressure on cerebral blood flow in the baboon. Influence of the sympathetic nervous system.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,13,112,Serum lactate dehydrogenase activity ratios with different substrates.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,13,112,Arterial catecholamines in hypoxic exercise in man.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,13,112,An evaluation of factors affecting the in vitro bioassay for erythropoietin.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,13,112,[Synthesis of N-substituted isoindolines].,3.0,4.0,,3.5
meta-llama/Llama-3.2-3B-Instruct,13,112,Gluconic acid production by Penicillium puberulum.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,13,112,Phenomenon of hot-cold hemolysis: chelator-induced lysis of sphingomyelinase-treated erythrocytes.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,13,112,Degradation of myxovirus virion RNA by periodate.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,13,112,Phospholipase D activity of gram-negative bacteria.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,13,112,Expression of the hut operons of Salmonella typhimurium in Klebsiella aerogenes and in Escherichia coli.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,13,112,Transport of molybdate by Clostridium pasteurianum.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,13,112,D-Lactate dehydrogenase of Peptostreptococcus elsdenii.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,14,113,"[Demonstration of tumor inhibiting properties of a strongly immunostimulating low-molecular weight substance. Comparative studies with ifosfamide on the immuno-labile DS carcinosarcoma. Stimulation of the autoimmune activity for approx. 20 days by BA 1, a N-(2-cyanoethylene)-urea. Novel prophylactic possibilities].",4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,14,113,The effect of o-salicylate upon pentose phosphate pathway activity in normal and G6PD-deficient red cells.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,14,113,Purification and properties of Escherichia coli dihydrofolate reductase.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,14,113,Bile acids. XLVII. 12alpha-Hydroxylation of precursors of allo bile acids by rabbit liver microsomes.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,14,113,Myosin from arterial smooth muscle: isolation following actin depolymerization.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,14,113,Polymer concentration dependence of the helix to random coil transition of a charged polypeptide in aqueous salt solution.,3.0,4.0,,3.5
meta-llama/Llama-3.2-3B-Instruct,14,113,"Inhibitory postsynaptic actions of taurine, GABA and other amino acids on motoneurons of the isolated frog spinal cord.",4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,14,113,Effects of zinc-smelter emissions on forest soil microflora.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,14,113,Effects of decreasing arterial blood pressure on cerebral blood flow in the baboon. Influence of the sympathetic nervous system.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,14,113,Serum lactate dehydrogenase activity ratios with different substrates.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,14,113,Arterial catecholamines in hypoxic exercise in man.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,14,113,An evaluation of factors affecting the in vitro bioassay for erythropoietin.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,14,113,[Synthesis of N-substituted isoindolines].,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,14,113,Gluconic acid production by Penicillium puberulum.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,14,113,Phenomenon of hot-cold hemolysis: chelator-induced lysis of sphingomyelinase-treated erythrocytes.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,14,113,Degradation of myxovirus virion RNA by periodate.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,14,113,Phospholipase D activity of gram-negative bacteria.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,14,113,Expression of the hut operons of Salmonella typhimurium in Klebsiella aerogenes and in Escherichia coli.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,14,113,Transport of molybdate by Clostridium pasteurianum.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,14,113,D-Lactate dehydrogenase of Peptostreptococcus elsdenii.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,15,114,"[Demonstration of tumor inhibiting properties of a strongly immunostimulating low-molecular weight substance. Comparative studies with ifosfamide on the immuno-labile DS carcinosarcoma. Stimulation of the autoimmune activity for approx. 20 days by BA 1, a N-(2-cyanoethylene)-urea. Novel prophylactic possibilities].",4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,15,114,The effect of o-salicylate upon pentose phosphate pathway activity in normal and G6PD-deficient red cells.,3.0,4.0,,3.5
meta-llama/Llama-3.2-3B-Instruct,15,114,Purification and properties of Escherichia coli dihydrofolate reductase.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,15,114,Bile acids. XLVII. 12alpha-Hydroxylation of precursors of allo bile acids by rabbit liver microsomes.,4.0,4.0,,4.0
meta-llama/Llama-3.2-3B-Instruct,15,114,Myosin from arterial smooth muscle: isolation following actin depolymerization.,4.0,4.0,,4.0
